Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
Lexi Bender,BOS,D,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meagan Mangene,CTW,D,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Paige Harrington,BOS,D,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachael Ade,CTW,D,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0,0,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Doyle,CTW,D,18507444,2018-02-04,BOS,CTW,0,0,1,1,0,0.75,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Meagan Mangene,BOS,D|F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Corey  Stearns,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,0,1,1,0,0
Dana Trivigno,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,1.05,3,0,1,0,0,0,0,0,0,0,12,6,0,0,0,0,0
Dana Trivigno,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,1.05,3,0,1,0,0,0,0,0,0,0,12,6,0,0,0,0,0
Emily Field,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.1,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,0,0
Emily Fluke,CTW,F,18507444,2018-02-04,BOS,CTW,0,1,0,1,1,0.58,1,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0
Grace Klienbach,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Heather  Schwarz,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Jamie Goldsmith,CTW,F,18507444,2018-02-04,BOS,CTW,1,0,0,1,1,1.71,1,1,2,0.3333333333333333,0,0,0,0,0,0,8,3,0,1,0,0,0
Jillian Dempsey,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,1,1,0,0.63,1,2,1,0.6666666666666666,0,0,0,0,0,0,10,11,0,1,0,0,0
Jordan Smelker,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,-0.009999999999999995,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Juana Baribeau,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,-0.07,2,0,0,NA,0,0,0,0,0,0,3,4,2,0,0,0,0
Kaycie Anderson,CTW,F,18507444,2018-02-04,BOS,CTW,0,1,0,1,1,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Parker,BOS,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghan   Huertas,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.55,5,1,0,1,0,0,0,0,0,0,5,5,0,2,0,0,0
Sam Faber,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.16999999999999996,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
Stephanie  Mock,CTW,F,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sydney   Daniels,BOS,F,18507444,2018-02-04,BOS,CTW,2,0,0,2,2,2.33,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaleigh Fratkin,BOS,F|D,18507444,2018-02-04,BOS,CTW,0,1,0,1,1,0.35,2,2,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0
Brittany Ott,BOS,G,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.38000000000000034,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,2
Sydney Rossman,CTW,G,18507444,2018-02-04,BOS,CTW,0,0,0,0,0,0.38000000000000034,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,2
Alyssa Gagliardi,BOS,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.33,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleen  Murphy,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Jacquie Greco,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordyn Burns,BUF,D,18507446,2018-02-18,BOS,BUF,0,1,0,1,1,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliya Johnson,BOS,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexi Bender,BOS,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Chesson,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,1,1,0,1.3,6,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Paige Harrington,BOS,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Harrington,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Sarah Casorso,BUF,D,18507446,2018-02-18,BOS,BUF,0,0,2,2,0,1.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meagan Mangene,BOS,D|F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Corey  Stearns,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,1,1,0,0.11000000000000001,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0
Corinne Buie,BUF,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.33999999999999997,2,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0
Dana Trivigno,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.04999999999999999,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
Emily Field,BOS,F,18507446,2018-02-18,BOS,BUF,1,1,0,2,2,1.6400000000000001,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayley  Scamurra,BUF,F,18507446,2018-02-18,BOS,BUF,1,1,0,2,2,1.86,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
Heather  Schwarz,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janine Weber,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,-0.14999999999999997,3,0,0,NA,0,0,0,0,0,0,5,9,0,0,0,0,0
Jess Jones,BUF,F,18507446,2018-02-18,BOS,BUF,0,1,0,1,1,0.52,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jillian Dempsey,BOS,F,18507446,2018-02-18,BOS,BUF,1,1,0,2,2,2.56,4,2,0,1,0,0,0,0,0,0,17,13,0,0,0,0,0
Jordan Smelker,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507446,2018-02-18,BOS,BUF,1,1,0,2,2,1.9900000000000002,1,2,0,1,0,0,0,0,0,0,5,3,0,2,0,0,0
Kourtney Kunichika,BUF,F,18507446,2018-02-18,BOS,BUF,1,0,1,2,1,1.4700000000000002,0,2,2,0.5,1,0,0,0,0,0,0,0,2,0,0,0,0
Kristin Lewicki,BUF,F,18507446,2018-02-18,BOS,BUF,1,0,0,1,1,0.98,2,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0
Maddie  Elia,BUF,F,18507446,2018-02-18,BOS,BUF,1,1,0,2,2,1.53,1,2,2,0.5,0,0,0,0,0,0,8,7,4,0,0,0,0
Mary Parker,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,-0.17,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rebecca  Vint,BUF,F,18507446,2018-02-18,BOS,BUF,1,0,0,1,1,0.93,2,0,0,NA,1,0,0,0,0,0,11,12,2,0,0,0,0
Sydney   Daniels,BOS,F,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.63,4,0,0,NA,0,0,0,0,0,0,4,1,2,0,0,0,0
Taylor Accursi,BUF,F,18507446,2018-02-18,BOS,BUF,0,1,0,1,1,0.75,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaleigh Fratkin,BOS,F|D,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,0.8000000000000003,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,2
Brianna  Laing,BOS,G,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,-2.58,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,3
Madison  Litchfield,BOS,G,18507446,2018-02-18,BOS,BUF,0,0,0,0,0,-0.7599999999999998,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,16,3
Alyssa Gagliardi,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ashley Johnston,MET,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Courtney Burke,MET,D,18507450,2018-03-11,BOS,MET,0,1,1,2,1,1.3900000000000001,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth  Parker,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Ryan,MET,D,18507450,2018-03-11,BOS,MET,0,1,1,2,1,1.5,2,3,1,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaliya Johnson,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiira Dosdall,MET,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-0.34,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0
Lexi Bender,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallory Souliotis,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Picard,MET,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,5,0,0,0
Paige Harrington,BOS,D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Meagan Mangene,BOS,D|F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexa Gruschow,MET,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.45999999999999996,2,0,1,0,0,0,0,0,0,0,13,11,0,2,0,0,0
Bray Ketchum,MET,F,18507450,2018-03-11,BOS,MET,0,1,0,1,1,0.87,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0
Corey  Stearns,BOS,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,7,7,0,1,0,0,0
Dana Trivigno,BOS,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,7,10,0,0,0,0,0
Emily Field,BOS,F,18507450,2018-03-11,BOS,MET,0,0,1,1,0,0.86,2,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Erika  Lawler,MET,F,18507450,2018-03-11,BOS,MET,0,1,1,2,1,2.35,1,3,1,0.75,0,0,0,0,0,0,12,4,0,1,0,0,0
Janine Weber,BOS,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.56,4,0,0,NA,0,0,0,0,0,0,3,2,0,0,0,0,0
Janine Weber,MET,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.56,4,0,0,NA,0,0,0,0,0,0,3,2,0,0,0,0,0
Jillian Dempsey,BOS,F,18507450,2018-03-11,BOS,MET,0,1,0,1,1,0.020000000000000018,2,1,2,0.3333333333333333,0,0,0,0,0,0,6,13,0,1,0,0,0
Jordan Smelker,BOS,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.44,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Nash,MET,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Packer,MET,F,18507450,2018-03-11,BOS,MET,3,0,0,3,3,3.12,0,3,1,0.75,0,0,0,0,0,0,2,1,0,1,0,0,0
Mary Parker,BOS,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miye D'Oench,MET,F,18507450,2018-03-11,BOS,MET,1,0,0,1,1,1.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Russo,MET,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0.22,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney   Daniels,BOS,F,18507450,2018-03-11,BOS,MET,1,0,0,1,1,1.22,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatiana Rafter,MET,F,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-0.12,0,1,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0
Kaleigh Fratkin,BOS,F|D,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-0.06000000000000001,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Brittany Ott,BOS,G,18507450,2018-03-11,BOS,MET,0,0,0,0,0,-2.1799999999999997,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,13,4
Katie  Fitzgerald,MET,G,18507450,2018-03-11,BOS,MET,0,0,0,0,0,2.08,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,22,1
Kimberly Sass,MET,G,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Madison  Litchfield,BOS,G,18507450,2018-03-11,BOS,MET,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Alyssa Gagliardi,BOS,D,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,1.08,4,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0
Colleen  Murphy,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.11,1,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0
Jacquie Greco,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,1,1,0,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,-0.17,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,0
Kaliya Johnson,BOS,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayla Parsons,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.11,1,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,2,0,0,0
Lexi Bender,BOS,D,18507455,2017-11-12,BUF,BOS,0,0,1,1,0,0.64,0,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0
Lisa Chesson,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,1,1,0,0.97,3,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Marissa Gedman,BOS,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Harrington,BOS,D,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,0.69,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Paige Harrington,BUF,D,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,0.69,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Sarah  Edney,BUF,D,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0
Meagan Mangene,BOS,D|F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Corey  Stearns,BOS,F,18507455,2017-11-12,BUF,BOS,0,0,1,1,0,-0.009999999999999981,0,1,0,1,0,0,0,0,0,0,4,8,2,2,0,0,0
Corinne Buie,BUF,F,18507455,2017-11-12,BUF,BOS,1,1,0,2,2,2.41,7,1,2,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0
Emily Field,BOS,F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,-0.17,0,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,2,0,1,0,0
Haley Skarupa,BOS,F,18507455,2017-11-12,BUF,BOS,1,0,0,1,1,1.82,9,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,2,0,0,0,0
Hayley  Scamurra,BUF,F,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,0.97,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0
Heather  Schwarz,BOS,F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.11,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Janine Weber,BOS,F,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,1.21,3,1,2,0.3333333333333333,0,0,0,0,0,0,13,11,0,0,0,0,0
Jillian Dempsey,BOS,F,18507455,2017-11-12,BUF,BOS,1,0,0,1,1,2.17,3,1,2,0.3333333333333333,0,0,0,0,0,0,12,5,0,0,0,0,0
Jordan Smelker,BOS,F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0,0,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Tomaselli,BOS,F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507455,2017-11-12,BUF,BOS,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0
Kourtney Kunichika,BUF,F,18507455,2017-11-12,BUF,BOS,0,2,0,2,2,1.5100000000000002,1,2,1,0.6666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0
Kristin Lewicki,BUF,F,18507455,2017-11-12,BUF,BOS,0,1,0,1,1,0.45999999999999996,1,1,0,1,0,0,0,0,0,0,2,3,2,0,0,0,0
Maddie  Elia,BUF,F,18507455,2017-11-12,BUF,BOS,1,0,0,1,1,1.08,4,2,1,0.6666666666666666,0,0,0,0,0,0,6,9,0,1,1,0,0
Mary Parker,BOS,F,18507455,2017-11-12,BUF,BOS,1,0,0,1,1,1.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca  Vint,BUF,F,18507455,2017-11-12,BUF,BOS,0,0,1,1,0,1.0699999999999998,5,1,2,0.3333333333333333,0,0,1,0,0,0,12,13,0,1,0,0,0
Sarah Shureb,BUF,F,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.33,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Accursi,BUF,F,18507455,2017-11-12,BUF,BOS,2,0,0,2,2,2.55,5,1,2,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,2,0,0
Amanda Leveille,BUF,G,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,1.0600000000000005,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,29,3
Brianna  Laing,BOS,G,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,0.40000000000000013,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,1
Brittany Ott,BOS,G,18507455,2017-11-12,BUF,BOS,0,0,0,0,0,-0.35999999999999943,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,26,4
 Kelsey  Koelzer,MET,D,18507456,2017-11-19,BUF,MET,0,1,0,1,1,0.75,1,2,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Ashley Johnston,MET,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Burke,MET,D,18507456,2017-11-19,BUF,MET,0,1,0,1,1,0.97,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacquie Greco,BUF,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.11,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Ryan,MET,D,18507456,2017-11-19,BUF,MET,1,0,1,2,1,1.9700000000000002,3,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordyn Burns,BUF,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiira Dosdall,MET,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.33,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Chesson,BUF,D,18507456,2017-11-19,BUF,MET,0,0,1,1,0,0.64,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
