Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
Michelle Picard,MET,D,18507456,2017-11-19,BUF,MET,0,1,1,2,1,1.28,0,5,2,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Morse,MET,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.33,3,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.16,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Sarah Casorso,BUF,D,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
Alexa Gruschow,MET,F,18507456,2017-11-19,BUF,MET,2,1,0,3,3,2.5700000000000003,2,4,2,0.6666666666666666,0,0,0,0,0,0,12,13,2,0,0,0,0
Bray Ketchum,MET,F,18507456,2017-11-19,BUF,MET,1,0,1,2,1,1.6400000000000001,0,3,2,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheeky Herr,MET,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corinne Buie,BUF,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.22999999999999998,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0
Erika  Lawler,MET,F,18507456,2017-11-19,BUF,MET,0,0,1,1,0,1.48,0,2,0,1,0,0,0,0,0,0,17,10,0,0,1,0,0
Harrison Browne,BUF,F,18507456,2017-11-19,BUF,MET,0,2,0,2,2,1.33,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Harrison Browne,MET,F,18507456,2017-11-19,BUF,MET,0,2,0,2,2,1.33,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Hayley  Scamurra,BUF,F,18507456,2017-11-19,BUF,MET,1,1,0,2,2,1.98,2,2,1,0.6666666666666666,0,0,0,0,0,0,1,0,0,2,0,0,0
Jess Jones,BUF,F,18507456,2017-11-19,BUF,MET,0,0,1,1,0,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0
Jordan  Ott,BUF,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Katherine Donohue,BUF,F,18507456,2017-11-19,BUF,MET,1,0,0,1,1,1.23,1,1,2,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0
Kourtney Kunichika,BUF,F,18507456,2017-11-19,BUF,MET,1,0,0,1,1,1,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
Kristin Lewicki,BUF,F,18507456,2017-11-19,BUF,MET,0,1,0,1,1,0.73,3,1,2,0.3333333333333333,0,0,0,0,0,0,3,5,0,0,1,0,0
Maddie  Elia,BUF,F,18507456,2017-11-19,BUF,MET,0,1,1,2,1,1.1,1,2,3,0.4,0,0,0,0,0,0,13,14,2,0,0,0,0
Miye D'Oench,MET,F,18507456,2017-11-19,BUF,MET,1,0,1,2,1,2.74,10,5,2,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca  Vint,BUF,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,-0.74,2,0,2,0,0,0,0,0,0,0,7,15,0,0,0,0,0
Rebecca Russo,MET,F,18507456,2017-11-19,BUF,MET,1,0,0,1,1,1.23,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tatiana Rafter,MET,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.22999999999999998,1,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0
Taylor Accursi,BUF,F,18507456,2017-11-19,BUF,MET,0,0,0,0,0,0.11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507456,2017-11-19,BUF,MET,0,0,0,0,0,-1.6599999999999993,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,6
Katie  Fitzgerald,MET,G,18507456,2017-11-19,BUF,MET,0,0,0,0,0,-0.47999999999999954,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,3
Cassie Dunne,CTW,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleen  Murphy,BUF,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,-0.06000000000000001,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cydney Roesler,CTW,D,18507458,2017-12-16,BUF,CTW,0,1,0,1,1,1.3,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Elena Orlando,CTW,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Hanna  Beattie,CTW,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Brickner,CTW,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,0,0
Lisa Chesson,BUF,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,-0.06000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
Rachael Ade,CTW,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.33,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507458,2017-12-16,BUF,CTW,0,2,0,2,2,1.72,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Casorso,BUF,D,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Boulier,CTW,D|F,18507458,2017-12-16,BUF,CTW,1,0,0,1,1,0.72,4,1,0,1,0,0,0,0,0,0,3,9,0,3,1,0,0
Corinne Buie,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,1,1,0,0.75,1,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,3,0,0,0
Emily Fluke,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,1,1,0,1.4100000000000001,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hayley  Scamurra,BUF,F,18507458,2017-12-16,BUF,CTW,1,0,0,1,1,0.9900000000000001,1,0,0,NA,0,0,0,0,0,0,0,1,0,1,1,0,0
Jamie Goldsmith,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,-0.5,2,0,0,NA,0,0,0,0,0,0,4,10,0,2,1,0,0
Jess Jones,BUF,F,18507458,2017-12-16,BUF,CTW,1,0,0,1,1,1.27,4,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,2,1,1,0,0
Jordan  Ott,BUF,F,18507458,2017-12-16,BUF,CTW,0,1,0,1,1,0.64,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Juana Baribeau,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,4,4,0,1,1,0,0
Kaycie Anderson,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaylyn  Schroka,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,5,0,0,0
Kelly Babstock,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.28,3,0,0,NA,0,0,0,0,0,0,3,2,2,0,0,0,0
Kourtney Kunichika,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,1,1,0,1.48,0,2,1,0.6666666666666666,0,0,0,0,0,0,11,4,0,2,0,0,0
Kristin Lewicki,BUF,F,18507458,2017-12-16,BUF,CTW,1,0,0,1,1,1.4500000000000002,3,1,0,1,0,0,0,0,0,0,6,5,0,1,0,0,0
Maddie  Elia,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,1,1,0,1.04,3,0,0,NA,0,0,0,0,0,0,6,4,2,3,0,0,0
Meghan   Huertas,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.43000000000000005,5,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0
Rebecca  Vint,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.47,1,0,0,NA,0,0,0,0,0,0,5,2,0,2,1,0,0
Sam Faber,CTW,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,5,0,0,0
Sarah Shureb,BUF,F,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,4.180000000000001,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,37,1
Sydney Rossman,CTW,G,18507458,2017-12-16,BUF,CTW,0,0,0,0,0,1.6400000000000006,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,26,2
Alyssa Gagliardi,BOS,D,18507462,2018-01-06,BUF,BOS,0,0,1,1,0,0.97,3,1,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0
Colleen  Murphy,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacquie Greco,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordyn Burns,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaliya Johnson,BOS,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexi Bender,BOS,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Chesson,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Marissa Gedman,BOS,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Paige Harrington,BOS,D,18507462,2018-01-06,BUF,BOS,0,1,0,1,1,0.41,1,1,1,0.5,0,0,0,0,0,0,0,0,4,0,1,0,0
Paige Harrington,BUF,D,18507462,2018-01-06,BUF,BOS,0,1,0,1,1,0.41,1,1,1,0.5,0,0,0,0,0,0,0,0,4,0,1,0,0
Sarah  Edney,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Casorso,BUF,D,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey  Stearns,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,-0.72,0,0,0,NA,0,0,0,0,0,0,0,6,0,4,0,0,0
Corinne Buie,BUF,F,18507462,2018-01-06,BUF,BOS,0,0,1,1,0,1.1800000000000002,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Emily Field,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.44,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hayley  Scamurra,BUF,F,18507462,2018-01-06,BUF,BOS,1,0,0,1,1,2.01,7,1,2,0.3333333333333333,0,0,0,0,0,0,4,2,0,0,0,0,0
Heather  Schwarz,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Janine Weber,BOS,F,18507462,2018-01-06,BUF,BOS,2,0,0,2,2,2.58,2,2,1,0.6666666666666666,0,0,0,0,0,0,9,6,0,0,0,0,0
Jess Jones,BUF,F,18507462,2018-01-06,BUF,BOS,1,0,0,1,1,1.44,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jillian Dempsey,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.35,1,0,2,0,0,0,0,0,0,0,11,9,0,1,1,0,0
Kathryn Tomaselli,BOS,F,18507462,2018-01-06,BUF,BOS,0,1,0,1,1,0.75,1,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507462,2018-01-06,BUF,BOS,1,0,1,2,1,1.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kourtney Kunichika,BUF,F,18507462,2018-01-06,BUF,BOS,0,1,0,1,1,0.97,3,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristin Lewicki,BUF,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.22999999999999998,1,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0
Maddie  Elia,BUF,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,-0.009999999999999995,1,1,2,0.3333333333333333,0,0,0,0,0,0,5,6,0,0,0,0,0
Mary Parker,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.32,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Michaela Levine,BOS,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.04999999999999999,2,0,0,NA,0,0,0,0,0,0,0,0,2,0,1,0,0
Rebecca  Vint,BUF,F,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.7,2,0,0,NA,0,0,0,0,0,0,4,0,0,0,1,0,0
Taylor Accursi,BUF,F,18507462,2018-01-06,BUF,BOS,0,1,0,1,1,1.1600000000000001,8,1,0,1,0,0,0,0,0,0,5,8,0,0,0,0,0
Kaleigh Fratkin,BOS,F|D,18507462,2018-01-06,BUF,BOS,0,0,1,1,0,0.58,1,1,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,0
Amanda Leveille,BUF,G,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,0.9400000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,21,2
Brianna  Laing,BOS,G,18507462,2018-01-06,BUF,BOS,0,0,0,0,0,2.460000000000001,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,39,3
Colleen  Murphy,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elena Orlando,CTW,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Hanna  Beattie,CTW,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,-0.51,3,0,0,NA,0,0,0,0,0,0,2,9,0,0,0,0,0
Jacquie Greco,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Brickner,CTW,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
Jordyn Burns,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
Lisa Chesson,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachael Ade,CTW,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.27,4,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0
Sarah  Edney,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.44,4,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Sarah Casorso,BUF,D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Shannon Doyle,CTW,D,18507463,2018-01-20,BUF,CTW,0,1,0,1,1,1.19,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Corinne Buie,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Emily Fluke,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,2,3,0,0,0,0,0
Grace Klienbach,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,1,1,0,0.97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayley  Scamurra,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.64,8,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0
Jess Jones,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juana Baribeau,CTW,F,18507463,2018-01-20,BUF,CTW,1,0,0,1,1,0.76,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0
Kaycie Anderson,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.5700000000000001,3,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0
Kelly Babstock,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.14000000000000004,5,0,1,0,0,0,0,0,0,0,8,10,2,0,0,0,0
Kourtney Kunichika,BUF,F,18507463,2018-01-20,BUF,CTW,1,0,0,1,1,0.88,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kristin Lewicki,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.71,1,0,0,NA,0,0,0,0,0,0,8,3,0,1,0,0,0
Maddie  Elia,BUF,F,18507463,2018-01-20,BUF,CTW,0,1,0,1,1,1.4,3,1,0,1,0,0,0,0,0,0,9,4,2,0,1,0,0
Meghan   Huertas,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.45,3,0,0,NA,0,0,0,0,0,0,3,2,0,0,0,0,0
Rebecca  Vint,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.16999999999999996,2,0,1,0,0,0,0,0,0,0,8,7,2,1,1,0,0
Sam Faber,CTW,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,-0.06000000000000001,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Taylor Accursi,BUF,F,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0.45999999999999996,2,0,0,NA,0,0,0,0,0,0,2,0,0,0,2,0,0
Anya Battaglino ,CTW,F|D,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,3.3400000000000007,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,1
Sydney Rossman,CTW,G,18507463,2018-01-20,BUF,CTW,0,0,0,0,0,3.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,1
Alyssa Gagliardi,BOS,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
Colleen  Murphy,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
Jacquie Greco,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0
Kaliya Johnson,BOS,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexi Bender,BOS,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Lisa Chesson,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Marissa Gedman,BOS,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.29000000000000004,0,0,0,NA,0,0,0,0,0,0,0,1,2,0,0,0,0
Paige Harrington,BOS,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0
Paige Harrington,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0
Sarah  Edney,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Casorso,BUF,D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0
Meagan Mangene,BOS,D|F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.21000000000000002,3,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Corey  Stearns,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-1.44,0,0,0,NA,0,0,0,0,0,0,3,15,0,2,0,0,0
Corinne Buie,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,1,8,0,0,NA,0,0,0,0,0,0,2,1,0,1,1,0,0
Dana Trivigno,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.19000000000000006,5,0,0,NA,0,0,0,0,0,0,7,10,0,0,0,0,0
Emily Field,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.38,5,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Hayley  Scamurra,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.88,8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Heather  Schwarz,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.07,2,0,0,NA,0,0,0,0,0,0,0,1,2,0,0,0,0
Jess Jones,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
