Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
Jillian Dempsey,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-1.44,0,0,0,NA,0,0,0,0,0,0,3,15,0,0,1,0,0
Jordan Smelker,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Katherine Donohue,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,-0.24,0,0,0,NA,0,0,0,0,0,0,2,4,0,0,1,0,0
Kaylyn  Schroka,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.7,2,0,0,NA,0,0,0,0,0,0,4,0,0,1,0,0,0
Kourtney Kunichika,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.43000000000000005,5,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0
Maddie  Elia,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,3.04,8,0,0,NA,0,0,0,0,0,0,20,2,0,0,0,0,0
Mary Parker,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Michaela Levine,BOS,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca  Vint,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,1.7599999999999998,4,0,0,NA,0,0,0,0,0,0,16,5,0,1,2,0,0
Taylor Accursi,BUF,F,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.04999999999999999,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Kaleigh Fratkin,BOS,F|D,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,0.44,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,3.5000000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,0
Brittany Ott,BOS,G,18507465,2018-01-27,BUF,BOS,0,0,0,0,0,6.580000000000001,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,47,0
 Kelsey  Koelzer,MET,D,18507466,2018-02-03,BUF,MET,0,0,1,1,0,0.91,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Ashley Johnston,MET,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
Colleen  Murphy,BUF,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Burke,MET,D,18507466,2018-02-03,BUF,MET,0,0,1,1,0,0.97,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jacquie Greco,BUF,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Jenny Ryan,MET,D,18507466,2018-02-03,BUF,MET,0,0,1,1,0,1.08,4,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507466,2018-02-03,BUF,MET,0,1,0,1,1,0.64,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Kiira Dosdall,MET,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,-0.06000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0
Lisa Chesson,BUF,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Michelle Picard,MET,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Rebecca Morse,MET,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.22,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sarah Casorso,BUF,D,18507466,2018-02-03,BUF,MET,0,1,1,2,1,1.11,0,1,1,0.5,0,1,0,0,0,0,0,0,2,0,1,0,0
Alexa Gruschow,MET,F,18507466,2018-02-03,BUF,MET,0,1,0,1,1,0.69,2,0,4,0,0,1,0,0,0,0,10,10,2,0,0,0,0
Bray Ketchum,MET,F,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.04999999999999999,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Corinne Buie,BUF,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,1.22,4,0,0,NA,1,0,0,0,0,0,1,0,4,0,0,0,0
Harrison Browne,BUF,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,1.44,4,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Browne,MET,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,1.44,4,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayley  Scamurra,BUF,F,18507466,2018-02-03,BUF,MET,1,1,1,3,2,2.4400000000000004,3,2,0,1,0,0,1,1,0,0,1,1,2,2,0,0,0
Jess Jones,BUF,F,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,1.1,2,1,1,0.5,0,0,0,1,0,0,3,4,0,0,0,0,0
Kourtney Kunichika,BUF,F,18507466,2018-02-03,BUF,MET,0,1,0,1,1,1.08,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristin Lewicki,BUF,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,0.98,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,2,0,1,1,0,0
Lauren Wash,MET,F,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maddie  Elia,BUF,F,18507466,2018-02-03,BUF,MET,1,0,0,1,1,1.6,0,2,0,1,0,0,0,0,0,0,13,8,0,0,0,0,0
Madison Packer,MET,F,18507466,2018-02-03,BUF,MET,2,0,0,2,2,1.8699999999999999,1,0,2,0,2,0,0,0,0,0,6,8,0,1,0,0,0
Rebecca  Vint,BUF,F,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0.05999999999999997,1,0,0,NA,0,0,0,0,0,0,9,8,2,2,1,0,0
Rebecca Russo,MET,F,18507466,2018-02-03,BUF,MET,0,1,0,1,1,0.9600000000000001,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Tatiana Rafter,MET,F,18507466,2018-02-03,BUF,MET,0,1,0,1,1,0.63,1,1,0,1,0,0,0,0,0,0,7,8,0,0,0,0,0
Taylor Accursi,BUF,F,18507466,2018-02-03,BUF,MET,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507466,2018-02-03,BUF,MET,0,0,0,0,0,1.2000000000000002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,3
Katie  Fitzgerald,MET,G,18507466,2018-02-03,BUF,MET,0,0,0,0,0,-1.92,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,22,5
Cydney Roesler,CTW,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Elena Orlando,CTW,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0
Jacquie Greco,BUF,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordan Brickner,CTW,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordyn Burns,BUF,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
Lisa Chesson,BUF,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rachael Ade,CTW,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Sarah  Edney,BUF,D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Sarah Casorso,BUF,D,18507470,2017-10-28,CTW,BUF,0,1,2,3,1,2.03,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Shannon Doyle,CTW,D,18507470,2017-10-28,CTW,BUF,0,0,1,1,0,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0
Corinne Buie,BUF,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,2,2,0,4,0,0,0
Emily Fluke,CTW,F,18507470,2017-10-28,CTW,BUF,0,0,1,1,0,0.57,2,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0
Grace Klienbach,CTW,F,18507470,2017-10-28,CTW,BUF,1,0,0,1,1,1,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayley  Scamurra,BUF,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.5099999999999999,4,0,0,NA,0,0,0,0,0,0,2,0,2,0,0,0,0
Jamie Goldsmith,CTW,F,18507470,2017-10-28,CTW,BUF,0,1,0,1,1,1.04,3,1,0,1,0,0,0,0,0,0,12,10,2,4,0,0,0
Jess Jones,BUF,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.55,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juana Baribeau,CTW,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,-0.01999999999999999,2,1,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0
Kaycie Anderson,CTW,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507470,2017-10-28,CTW,BUF,0,1,0,1,1,0.98,2,1,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0
Kelly Babstock,CTW,F,18507470,2017-10-28,CTW,BUF,0,1,0,1,1,1.8299999999999998,3,1,0,1,0,0,0,0,0,0,17,7,4,0,0,0,0
Kristin Lewicki,BUF,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,-0.6299999999999999,3,1,1,0.5,0,0,0,0,0,0,2,10,0,0,0,0,0
Maddie  Elia,BUF,F,18507470,2017-10-28,CTW,BUF,0,1,1,2,1,1.11,5,0,0,NA,0,0,1,0,0,0,7,13,0,0,0,0,0
Rebecca  Vint,BUF,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.33999999999999997,2,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,0
Sam Faber,CTW,F,18507470,2017-10-28,CTW,BUF,1,0,0,1,1,1.05,2,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0
Sarah Shureb,BUF,F,18507470,2017-10-28,CTW,BUF,1,0,0,1,1,1.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie  Mock,CTW,F,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,5,5,0,1,0,0,0
Taylor Accursi,BUF,F,18507470,2017-10-28,CTW,BUF,2,0,0,2,2,1.8800000000000001,2,0,0,NA,1,0,0,0,0,0,0,0,4,1,0,0,0
Anya Battaglino ,CTW,F|D,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.16999999999999996,2,0,0,NA,0,0,0,0,0,0,1,0,2,0,0,0,0
Amanda Leveille,BUF,G,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,0.8000000000000003,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,2
Sydney Rossman,CTW,G,18507470,2017-10-28,CTW,BUF,0,0,0,0,0,1.7600000000000007,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,34,3
Ashley Johnston,MET,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
Courtney Burke,MET,D,18507472,2017-11-12,CTW,MET,0,1,3,4,1,2.67,1,3,1,0.75,0,0,1,0,0,0,0,0,0,2,0,0,0
Cydney Roesler,CTW,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elena Orlando,CTW,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
Jenny Ryan,MET,D,18507472,2017-11-12,CTW,MET,1,0,1,2,1,1.86,2,2,1,0.6666666666666666,1,0,1,0,0,0,0,0,0,1,1,0,0
Jordan Brickner,CTW,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.33,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiira Dosdall,MET,D,18507472,2017-11-12,CTW,MET,0,1,0,1,1,1.08,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Picard,MET,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,0,0
Rachael Ade,CTW,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.33,3,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,2,0,0,0
Rebecca Morse,MET,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Doyle,CTW,D,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.12000000000000002,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0
Alexa Gruschow,MET,F,18507472,2017-11-12,CTW,MET,0,2,0,2,2,2.45,3,1,0,1,0,2,0,0,0,0,18,11,0,1,0,0,0
Bray Ketchum,MET,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Emily Fluke,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Erika  Lawler,MET,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.58,2,1,0,1,0,0,0,0,0,0,13,10,0,0,1,0,0
Grace Klienbach,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.04999999999999999,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Harrison Browne,MET,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Jamie Goldsmith,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.05000000000000002,0,0,2,0,0,0,0,0,0,0,9,8,2,0,0,0,0
Juana Baribeau,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.07,2,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0
Kaycie Anderson,CTW,F,18507472,2017-11-12,CTW,MET,1,0,0,1,1,0.9900000000000001,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kelly Babstock,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.2899999999999999,5,0,2,0,0,0,0,0,0,0,10,17,0,0,1,0,0
Lauren Wash,MET,F,18507472,2017-11-12,CTW,MET,1,0,0,1,1,1.22,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindsey Hylwa,MET,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miye D'Oench,MET,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Savage,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Russo,MET,F,18507472,2017-11-12,CTW,MET,2,1,0,3,3,2.75,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Sam Faber,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,0.05999999999999997,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
Stephanie  Mock,CTW,F,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-0.13999999999999999,2,1,0,1,0,0,0,0,0,0,5,8,0,1,0,0,0
Tatiana Rafter,MET,F,18507472,2017-11-12,CTW,MET,1,0,0,1,1,1.1600000000000001,3,1,1,0.5,0,0,0,0,0,0,4,4,2,0,0,0,0
Katie  Fitzgerald,MET,G,18507472,2017-11-12,CTW,MET,0,0,0,0,0,2.7800000000000002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,27,1
Sydney Rossman,CTW,G,18507472,2017-11-12,CTW,MET,0,0,0,0,0,-1.4999999999999996,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,5
Alyssa Gagliardi,BOS,D,18507473,2017-11-19,CTW,BOS,0,1,0,1,1,0.75,1,2,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,2,0,0,0
Cydney Roesler,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0
Elena Orlando,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,3,0,0,0
Kaliya Johnson,BOS,D,18507473,2017-11-19,CTW,BOS,0,0,1,1,0,0.47,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0
Kaliya Johnson,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,1,1,0,0.47,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0
Lexi Bender,BOS,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Marissa Gedman,BOS,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Meagan Mangene,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Paige Harrington,BOS,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rachael Ade,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,-0.06000000000000001,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Shannon Doyle,CTW,D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,-0.23000000000000004,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0
Amanda Boulier,CTW,D|F,18507473,2017-11-19,CTW,BOS,0,1,1,2,1,1.28,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
Meagan Mangene,BOS,D|F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Corey  Stearns,BOS,F,18507473,2017-11-19,CTW,BOS,0,0,1,1,0,0.4,0,1,1,0.5,0,0,0,0,0,0,5,7,0,1,0,0,0
Dana Trivigno,BOS,F,18507473,2017-11-19,CTW,BOS,0,1,0,1,1,1.1800000000000002,6,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0
Dana Trivigno,CTW,F,18507473,2017-11-19,CTW,BOS,0,1,0,1,1,1.1800000000000002,6,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0
Emily Field,BOS,F,18507473,2017-11-19,CTW,BOS,1,0,0,1,1,1.1600000000000001,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Emily Fluke,CTW,F,18507473,2017-11-19,CTW,BOS,1,1,0,2,2,1.79,4,3,1,0.75,0,0,0,0,0,0,0,1,2,1,0,0,0
Grace Klienbach,CTW,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Haley Skarupa,BOS,F,18507473,2017-11-19,CTW,BOS,1,0,1,2,1,2.4,8,1,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0
Haley Skarupa,CTW,F,18507473,2017-11-19,CTW,BOS,1,0,1,2,1,2.4,8,1,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0
Heather  Schwarz,BOS,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.44,4,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jamie Goldsmith,CTW,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.22999999999999998,1,2,0,1,0,0,0,0,0,0,11,10,0,0,0,0,0
Janine Weber,BOS,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,-0.73,1,0,2,0,0,0,0,0,0,0,6,13,0,0,0,0,0
Jillian Dempsey,BOS,F,18507473,2017-11-19,CTW,BOS,1,0,0,1,1,1.53,2,1,0,1,1,0,0,0,0,0,13,9,2,0,0,0,0
Jordan Smelker,BOS,F,18507473,2017-11-19,CTW,BOS,0,1,0,1,1,0.47,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,0
Juana Baribeau,CTW,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Babstock,CTW,F,18507473,2017-11-19,CTW,BOS,1,0,2,3,1,3.4000000000000004,3,3,1,0.75,0,0,0,0,0,0,16,8,2,0,1,0,0
Mary Parker,BOS,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Savage,BOS,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Savage,CTW,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Faber,CTW,F,18507473,2017-11-19,CTW,BOS,1,1,0,2,2,1.5700000000000003,2,2,2,0.5,0,0,0,0,0,0,0,1,2,0,0,0,0
