Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
Stephanie  Mock,CTW,F,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.05999999999999997,1,0,1,0,0,0,0,0,0,0,7,6,2,0,0,0,0
Anya Battaglino ,CTW,F|D,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Brittany Ott,BOS,G,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,0.2200000000000002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3
Sydney Rossman,CTW,G,18507473,2017-11-19,CTW,BOS,0,0,0,0,0,1.2000000000000002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,3
Alyssa Gagliardi,BOS,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.33,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
Cydney Roesler,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Elena Orlando,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanna  Beattie,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Brickner,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliya Johnson,BOS,D,18507475,2017-12-10,CTW,BOS,0,0,1,1,0,0.76,0,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaliya Johnson,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,1,1,0,0.76,0,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
Lexi Bender,BOS,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.44,4,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
Marissa Gedman,BOS,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Meagan Mangene,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Harrington,BOS,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachael Ade,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,1,1,0,0.86,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Doyle,CTW,D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.22,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,2,0,0,0
Meagan Mangene,BOS,D|F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey  Stearns,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.36,0,0,0,NA,0,0,0,0,0,0,8,11,0,2,0,0,0
Dana Trivigno,BOS,F,18507475,2017-12-10,CTW,BOS,2,1,0,3,3,3.23,8,5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
Dana Trivigno,CTW,F,18507475,2017-12-10,CTW,BOS,2,1,0,3,3,3.23,8,5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
Emily Field,BOS,F,18507475,2017-12-10,CTW,BOS,1,2,1,4,3,3.03,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Emily Fluke,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.25,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,3,0,2,0,0,0
Grace Klienbach,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Heather  Schwarz,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Goldsmith,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.13,1,0,1,0,0,0,0,0,0,0,10,12,0,1,0,0,0
Janine Weber,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,0,0,0,0,0
Jillian Dempsey,BOS,F,18507475,2017-12-10,CTW,BOS,2,1,1,4,3,3.27,1,5,0,1,0,0,0,0,0,0,12,13,0,1,0,0,0
Juana Baribeau,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Tomaselli,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.1,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0
Kelly Babstock,CTW,F,18507475,2017-12-10,CTW,BOS,1,0,0,1,1,2.89,3,1,1,0.5,0,0,0,0,0,0,17,4,0,0,2,0,0
Mary Parker,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,0,3,0,1,0,0,0
Paige Savage,BOS,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paige Savage,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Faber,CTW,F,18507475,2017-12-10,CTW,BOS,0,1,0,1,1,0.75,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0
Stephanie  Mock,CTW,F,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.22,2,0,3,0,0,0,0,0,0,0,6,6,0,0,1,0,0
Anya Battaglino ,CTW,F|D,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,0.33,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaleigh Fratkin,BOS,F|D,18507475,2017-12-10,CTW,BOS,0,1,0,1,1,0.47,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
Brittany Ott,BOS,G,18507475,2017-12-10,CTW,BOS,0,0,1,1,0,1.5200000000000005,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,1
Laura Brennan,CTW,G,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-0.29999999999999993,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,1
Sydney Rossman,CTW,G,18507475,2017-12-10,CTW,BOS,0,0,0,0,0,-1.4799999999999995,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,4
 Kelsey  Koelzer,MET,D,18507478,2018-01-28,CTW,MET,1,0,0,1,1,1.33,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ashley Johnston,MET,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Courtney Burke,MET,D,18507478,2018-01-28,CTW,MET,0,1,1,2,1,1.72,4,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
Cydney Roesler,CTW,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0
Hanna  Beattie,CTW,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,1.18,2,0,0,NA,0,0,0,0,0,0,12,4,0,0,0,0,0
Jenny Ryan,MET,D,18507478,2018-01-28,CTW,MET,0,0,1,1,0,0.91,4,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0
Jordan Brickner,CTW,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Kiira Dosdall,MET,D,18507478,2018-01-28,CTW,MET,0,1,0,1,1,0.75,1,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0
Michelle Picard,MET,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.04999999999999999,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rachael Ade,CTW,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Doyle,CTW,D,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.04999999999999999,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Amanda Boulier,CTW,D|F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.56,4,0,0,NA,0,0,0,0,0,0,4,3,0,3,0,0,0
Alexa Gruschow,MET,F,18507478,2018-01-28,CTW,MET,0,1,0,1,1,0.86,2,0,1,0,0,1,0,0,0,0,8,8,0,1,1,0,0
Bray Ketchum,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Emily Fluke,CTW,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.29000000000000004,0,0,0,NA,0,0,0,0,0,0,1,2,2,0,0,0,0
Erika  Lawler,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.8699999999999999,3,0,0,NA,0,0,0,0,0,0,6,16,0,0,0,0,0
Grace Klienbach,CTW,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,0,0
Harrison Browne,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.16,3,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Juana Baribeau,CTW,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.54,1,0,0,NA,0,0,0,0,0,0,5,9,2,0,0,0,0
Kelly Babstock,CTW,F,18507478,2018-01-28,CTW,MET,1,0,0,1,1,2.14,6,0,0,NA,0,0,0,0,0,0,8,4,0,0,0,0,0
Kelly Nash,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Lauren Wash,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Packer,MET,F,18507478,2018-01-28,CTW,MET,2,0,0,2,2,2.3400000000000003,2,0,0,NA,1,0,0,0,0,0,2,1,0,1,0,0,0
Meghan   Huertas,CTW,F,18507478,2018-01-28,CTW,MET,1,1,0,2,2,1.7500000000000002,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
Rebecca Russo,MET,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Sam Faber,CTW,F,18507478,2018-01-28,CTW,MET,0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Tatiana Rafter,MET,F,18507478,2018-01-28,CTW,MET,0,0,1,1,0,0.99,1,0,0,NA,0,0,1,0,0,0,9,7,0,1,0,0,0
Kimberly Sass,MET,G,18507478,2018-01-28,CTW,MET,0,0,0,0,0,0.9400000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,21,2
Sydney Rossman,CTW,G,18507478,2018-01-28,CTW,MET,0,0,0,0,0,1.3400000000000007,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,3
Cydney Roesler,CTW,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Elena Orlando,CTW,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Greco ,CTW,D,18507485,2018-03-11,CTW,BUF,0,1,0,1,1,0.58,1,0,0,NA,0,0,0,0,0,0,0,0,2,2,0,0,0
Hanna  Beattie,CTW,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,2,2,0,0,0,0,0
Jacquie Greco,BUF,D,18507485,2018-03-11,CTW,BUF,0,1,0,1,1,0.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordan Brickner,CTW,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507485,2018-03-11,CTW,BUF,2,0,0,2,2,2,0,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,0
Sarah Casorso,BUF,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0
Shannon Doyle,CTW,D,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0
Amanda Boulier,CTW,D|F,18507485,2018-03-11,CTW,BUF,1,0,0,1,1,1.06,6,0,0,NA,0,0,0,0,0,0,5,10,0,0,0,0,0
Corinne Buie,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.12,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0
Emily Fluke,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.13,1,0,0,NA,0,0,0,0,0,0,1,3,0,1,2,0,0
Grace Klienbach,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.05000000000000002,0,0,0,NA,0,0,0,0,0,0,2,1,2,0,0,0,0
Hayley  Scamurra,BUF,F,18507485,2018-03-11,CTW,BUF,1,0,0,1,1,1.4900000000000002,6,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Jamie Goldsmith,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.59,1,0,0,NA,0,0,0,0,0,0,9,5,0,0,0,0,0
Jess Jones,BUF,F,18507485,2018-03-11,CTW,BUF,0,1,0,1,1,0.86,2,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0
Jordan  Juron ,BUF,F,18507485,2018-03-11,CTW,BUF,1,0,0,1,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Juana Baribeau,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.07,2,0,0,NA,0,0,0,0,0,0,0,1,2,0,0,0,0
Katherine Donohue,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.12,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaycie Anderson,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0
Kaylyn  Schroka,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,1,1,0,0.040000000000000036,0,0,0,NA,0,0,1,0,0,0,2,7,0,1,0,0,0
Kelly Babstock,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,1.31,8,0,0,NA,0,0,0,0,0,0,8,3,2,0,0,0,0
Kourtney Kunichika,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.29000000000000004,0,0,0,NA,0,0,0,0,0,0,0,1,2,1,0,0,0
Kristin Lewicki,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.01999999999999999,2,0,0,NA,0,0,0,0,0,0,7,9,0,0,0,0,0
Maddie  Elia,BUF,F,18507485,2018-03-11,CTW,BUF,0,1,0,1,1,1.8,4,0,0,NA,0,0,0,0,0,0,15,9,0,0,0,0,0
Sam Donovan,CTW,F,18507485,2018-03-11,CTW,BUF,0,0,1,1,0,0.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Taylor Accursi,BUF,F,18507485,2018-03-11,CTW,BUF,0,0,1,1,0,0.86,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Leveille,BUF,G,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,3.4800000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,1
Kelsey Neumann,BUF,G,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney Rossman,CTW,G,18507485,2018-03-11,CTW,BUF,0,0,0,0,0,-0.47999999999999954,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,3
Colleen  Murphy,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,1,1,0,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Elena Orlando,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-0.009999999999999995,1,1,1,0.5,0,0,0,0,0,0,0,1,0,3,1,0,0
Hanna  Beattie,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacquie Greco,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Brickner,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.33,3,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Lisa Chesson,BUF,D,18507490,2018-01-14,CTW,BUF,1,0,1,2,1,1.7500000000000002,1,2,1,0.6666666666666666,0,0,1,0,0,0,0,0,0,2,1,0,0
Rachael Ade,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.33,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,2,0,0
Sarah Casorso,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.16,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Shannon Doyle,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.04999999999999999,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Amanda Boulier,CTW,D|F,18507490,2018-01-14,CTW,BUF,0,2,0,2,2,1.3599999999999999,4,2,1,0.6666666666666666,0,0,0,0,0,0,7,10,0,0,0,0,0
Emily Fluke,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,2,3,1,2.0300000000000002,1,2,1,0.6666666666666666,0,0,1,0,0,0,1,4,0,0,0,0,0
Jamie Goldsmith,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.7599999999999999,3,0,2,0,0,0,0,0,0,0,10,5,2,0,1,0,0
Jordan  Juron ,BUF,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.75,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan  Ott,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,1,1,0,0.69,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
Juana Baribeau,CTW,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.53,1,0,1,0,0,1,0,0,0,0,6,5,4,0,1,0,0
Katherine Donohue,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-0.36,0,1,1,0.5,0,0,0,0,0,0,2,5,0,0,0,0,0
Kaycie Anderson,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.1,2,1,1,0.5,0,0,0,0,0,0,3,4,0,2,0,0,0
Kourtney Kunichika,BUF,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.8999999999999998,5,1,0,1,0,0,0,0,0,0,1,2,2,1,1,0,0
Kristin Lewicki,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-0.25,1,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0
Maddie  Elia,BUF,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,2.54,2,1,0,1,0,0,0,0,0,0,15,4,0,0,1,0,0
Meghan   Huertas,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,0.47,2,2,0,1,0,0,0,0,0,0,5,7,6,2,0,0,0
Rebecca  Vint,BUF,F,18507490,2018-01-14,CTW,BUF,1,1,1,3,2,2.1,1,2,1,0.6666666666666666,0,1,0,0,0,0,2,3,2,0,0,0,0
Sam Faber,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,1.22,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Shureb,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie  Mock,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Taylor Accursi,BUF,F,18507490,2018-01-14,CTW,BUF,1,1,0,2,2,1.7600000000000002,0,1,1,0.5,1,0,0,0,0,0,5,4,0,0,1,0,0
Anya Battaglino ,CTW,F|D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Amanda Leveille,BUF,G,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.3600000000000003,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,3
Sydney Rossman,CTW,G,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-1.1999999999999997,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,4
 Kelsey  Koelzer,MET,D,18507502,2017-10-28,MET,BOS,0,1,0,1,1,0.69,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,2,1,0,0,0
Alyssa Gagliardi,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.45,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ashley Johnston,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Burke,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Jenny Ryan,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliya Johnson,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kiira Dosdall,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
